author_id,nome,universidade,cidade,total_artigos_no_recorte,total_artigos_com_macroareas,macro_area_principal_no_recorte,macro_areas_no_recorte,num_macro_areas_no_recorte,macroarea_scores_no_recorte,macroarea_scores_por_tema_no_recorte,temas_no_recorte,total_temas_distintos_no_recorte,temas_no_recorte_com_contagem
12141305200,Manera L.,Universidade Estadual de Campinas,Campinas,25,25,Engineering,Engineering | Computer Science | Physics | Geosciences | Other/Unclassified | Medicine and Health | Biology | Economics and Business | Chemistry | Social Sciences,10,Engineering:24 | Computer Science:15 | Physics:6 | Geosciences:4 | Other/Unclassified:4 | Medicine and Health:2 | Biology:2 | Economics and Business:1 | Chemistry:1 | Social Sciences:1,Engineering:58 | Computer Science:34 | Physics:9 | Geosciences:4 | Other/Unclassified:4 | Biology:3 | Economics and Business:2 | Medicine and Health:2 | Chemistry:1 | Social Sciences:1,"Electrical and Electronic Engineering | Instrumentation | Hardware and Architecture | Energy Engineering and Power Technology | Computer Networks and Communications | Signal Processing | Renewable Energy, Sustainability and the Environment | Control and Optimization | Artificial Intelligence | Information Systems | Safety, Risk, Reliability and Quality | Radiation | Electronic, Optical and Magnetic Materials | Surfaces, Coatings and Films | Computer Science Applications | Biomedical Engineering | Atomic and Molecular Physics, and Optics | Information Systems and Management | Management of Technology and Innovation | Strategy and Management | Modeling and Simulation | Mechanical Engineering | Control and Systems Engineering | Condensed Matter Physics | Materials Science (miscellaneous) | Materials Chemistry | Bioengineering | Education | Engineering (all)",29,"Electrical and Electronic Engineering:16 | Instrumentation:9 | Hardware and Architecture:8 | Energy Engineering and Power Technology:8 | Computer Networks and Communications:8 | Signal Processing:5 | Renewable Energy, Sustainability and the Environment:4 | Control and Optimization:4 | Artificial Intelligence:4 | Information Systems:4 | Safety, Risk, Reliability and Quality:4 | Radiation:3 | Electronic, Optical and Magnetic Materials:3 | Surfaces, Coatings and Films:2 | Computer Science Applications:2 | Biomedical Engineering:2 | Atomic and Molecular Physics, and Optics:2 | Information Systems and Management:2 | Management of Technology and Innovation:1 | Strategy and Management:1 | Modeling and Simulation:1 | Mechanical Engineering:1 | Control and Systems Engineering:1 | Condensed Matter Physics:1 | Materials Science (miscellaneous):1 | Materials Chemistry:1 | Bioengineering:1 | Education:1 | Engineering (all):1"
12142068500,Palma-Silva C.,Universidade Estadual de Campinas,Campinas,11,11,Biology,Biology | Geosciences | Undefined,3,Biology:10 | Geosciences:2 | Undefined:1,Biology:20 | Geosciences:2 | Undefined:1,"Ecology, Evolution, Behavior and Systematics | Plant Science | Ecology | Nature and Landscape Conservation | Multidisciplinary | Horticulture",6,"Ecology, Evolution, Behavior and Systematics:9 | Plant Science:8 | Ecology:2 | Nature and Landscape Conservation:2 | Multidisciplinary:1 | Horticulture:1"
12142761800,Futai M.M.,Universidade de São Paulo,Sao Paulo,2,2,Engineering,Engineering | Geosciences,2,Engineering:2 | Geosciences:1,Engineering:5 | Geosciences:1,Geotechnical Engineering and Engineering Geology | Civil and Structural Engineering | Building and Construction | Materials Science (all) | Mechanics of Materials,5,Geotechnical Engineering and Engineering Geology:1 | Civil and Structural Engineering:1 | Building and Construction:1 | Materials Science (all):1 | Mechanics of Materials:1
12142980800,Bayraktar E.,ISAE-Supméca,Saint-Ouen-sur-Seine,16,16,Engineering,Engineering,1,Engineering:16,Engineering:47,Engineering (all) | Computational Mechanics | Mechanical Engineering | Materials Science (all) | Mechanics of Materials | Industrial and Manufacturing Engineering,6,Engineering (all):15 | Computational Mechanics:14 | Mechanical Engineering:14 | Materials Science (all):2 | Mechanics of Materials:1 | Industrial and Manufacturing Engineering:1
12143506000,Rim P.H.H.,Universidade Estadual de Campinas,Campinas,1,1,Tie: Biology | Medicine and Health,Biology | Medicine and Health,2,Biology:1 | Medicine and Health:1,Biology:1 | Medicine and Health:1,Genetics | Genetics (clinical),2,Genetics:1 | Genetics (clinical):1
12143742300,Rasmussen E.,Nord Universitet,Bodo,1,1,Economics and Business,Economics and Business,1,Economics and Business:1,Economics and Business:2,"Business, Management and Accounting (all) | Economics and Econometrics",2,"Business, Management and Accounting (all):1 | Economics and Econometrics:1"
12240246800,Figueira T.R.,Universidade de São Paulo,Sao Paulo,4,4,Biology,Biology | Chemistry | Medicine and Health,3,Biology:3 | Chemistry:2 | Medicine and Health:2,Biology:9 | Medicine and Health:5 | Chemistry:2,"Cell Biology | Biochemistry | Physiology | Molecular Biology | Clinical Biochemistry | Physical Therapy, Sports Therapy and Rehabilitation | Orthopedics and Sports Medicine | Rehabilitation | Physiology (medical)",9,"Cell Biology:3 | Biochemistry:2 | Physiology:2 | Molecular Biology:2 | Clinical Biochemistry:1 | Physical Therapy, Sports Therapy and Rehabilitation:1 | Orthopedics and Sports Medicine:1 | Rehabilitation:1 | Physiology (medical):1"
12240845100,Borgwardt S.,Translational Psychiatry,Lubeck,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Psychiatry and Mental Health,1,Psychiatry and Mental Health:1
12241738600,Estevam V.,Universidade Estadual de Campinas,Campinas,1,1,Engineering,Engineering | Geosciences | Chemistry,3,Engineering:1 | Geosciences:1 | Chemistry:1,Engineering:4 | Geosciences:2 | Chemistry:1,"Geochemistry and Petrology | Energy Engineering and Power Technology | Fuel Technology | Renewable Energy, Sustainability and the Environment | Mechanical Engineering",5,"Geochemistry and Petrology:1 | Energy Engineering and Power Technology:1 | Fuel Technology:1 | Renewable Energy, Sustainability and the Environment:1 | Mechanical Engineering:1"
12242010500,Pires C.T.G.V.M.T.,Universidade Estadual de Campinas,Campinas,1,1,Biology,Biology,1,Biology:1,Biology:1,Agronomy and Crop Science,1,Agronomy and Crop Science:1
12243115900,Estrela V.V.,Universidade Federal Fluminense,Niteroi,5,5,Engineering,Engineering | Medicine and Health,2,Engineering:4 | Medicine and Health:1,Engineering:4 | Medicine and Health:2,Industrial and Manufacturing Engineering | Medicine (all) | Health Professions (all),3,Industrial and Manufacturing Engineering:4 | Medicine (all):1 | Health Professions (all):1
12243683100,Rossi M.L.,Universidade de São Paulo,Sao Paulo,2,2,Medicine and Health,Biology | Medicine and Health | Engineering,3,Biology:1 | Medicine and Health:1 | Engineering:1,Medicine and Health:3 | Biology:1 | Engineering:1,Plant Science | Anatomy | Histology | Instrumentation | Medical Laboratory Technology,5,Plant Science:1 | Anatomy:1 | Histology:1 | Instrumentation:1 | Medical Laboratory Technology:1
12244271100,Favarin J.L.,Universidade de São Paulo,Sao Paulo,3,3,Biology,Biology | Geosciences | Chemistry | Engineering | Social Sciences,5,Biology:3 | Geosciences:1 | Chemistry:1 | Engineering:1 | Social Sciences:1,Biology:7 | Geosciences:1 | Chemistry:1 | Engineering:1 | Social Sciences:1,"Agronomy and Crop Science | Physiology | Global and Planetary Change | Food Science | Ecology | Management, Monitoring, Policy and Law | Horticulture",7,"Agronomy and Crop Science:3 | Physiology:1 | Global and Planetary Change:1 | Food Science:1 | Ecology:1 | Management, Monitoring, Policy and Law:1 | Horticulture:1"
12244286600,Xavier E.C.,Universidade Estadual de Campinas,Campinas,4,4,Computer Science,Computer Science | Mathematics and Statistics | Engineering | Economics and Business | Undefined,5,Computer Science:4 | Mathematics and Statistics:1 | Engineering:1 | Economics and Business:1 | Undefined:1,Computer Science:7 | Mathematics and Statistics:1 | Engineering:1 | Economics and Business:1 | Undefined:1,Artificial Intelligence | Theoretical Computer Science | Software | Geometry and Topology | Engineering (all) | Computer Science Applications | Computer Science (all) | Modeling and Simulation | Management Science and Operations Research,9,Artificial Intelligence:2 | Theoretical Computer Science:1 | Software:1 | Geometry and Topology:1 | Engineering (all):1 | Computer Science Applications:1 | Computer Science (all):1 | Modeling and Simulation:1 | Management Science and Operations Research:1
12244625200,Conrad J.C.,Cullen College of Engineering,Houston,1,1,Engineering,Engineering,1,Engineering:1,Engineering:1,Materials Science (all),1,Materials Science (all):1
12345031100,Acee T.W.,Texas State University,San Marcos,2,2,Medicine and Health,Medicine and Health,1,Medicine and Health:2,Medicine and Health:3,Psychology (all) | Medicine (all),2,Psychology (all):2 | Medicine (all):1
12445473500,Carvalho A.M.B.R.,Universidade Estadual de Campinas,Campinas,1,1,Philosophy and Humanities,Philosophy and Humanities,1,Philosophy and Humanities:1,Philosophy and Humanities:2,Language and Linguistics | Linguistics and Language,2,Language and Linguistics:1 | Linguistics and Language:1
12445852500,de Araújo T.M.,Universidade Estadual de Feira de Santana,Feira de Santana,1,1,Medicine and Health,Medicine and Health | Social Sciences,2,Medicine and Health:1 | Social Sciences:1,Medicine and Health:2 | Social Sciences:1,"Health Policy | Public Health, Environmental and Occupational Health",2,"Health Policy:1 | Public Health, Environmental and Occupational Health:1"
12446313600,Roman N.T.,Universidade de São Paulo,Sao Paulo,1,1,Philosophy and Humanities,Philosophy and Humanities,1,Philosophy and Humanities:1,Philosophy and Humanities:2,Language and Linguistics | Linguistics and Language,2,Language and Linguistics:1 | Linguistics and Language:1
12544981700,Tudella E.,Universidade Federal de São Carlos,Sao Carlos,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,"Pediatrics, Perinatology and Child Health",1,"Pediatrics, Perinatology and Child Health:1"
12546067600,Abreu G.J.,Universidade Federal do Parana,Curitiba,1,1,Tie: Chemistry | Physics,Chemistry | Engineering | Physics,3,Chemistry:1 | Engineering:1 | Physics:1,Chemistry:1 | Engineering:1 | Physics:1,Chemistry (all) | Materials Science (all) | Condensed Matter Physics,3,Chemistry (all):1 | Materials Science (all):1 | Condensed Matter Physics:1
12645025400,Somers B.,KU Leuven,Leuven,1,1,Geosciences,Geosciences | Engineering | Medicine and Health,3,Geosciences:1 | Engineering:1 | Medicine and Health:1,Geosciences:2 | Engineering:1 | Medicine and Health:1,"Renewable Energy, Sustainability and the Environment | Environmental Science (all) | Public Health, Environmental and Occupational Health",3,"Renewable Energy, Sustainability and the Environment:1 | Environmental Science (all):1 | Public Health, Environmental and Occupational Health:1"
12645700300,Oliveira A.,Universidade Estadual de Campinas,Campinas,1,1,Engineering,Engineering | Geosciences,2,Engineering:1 | Geosciences:1,Engineering:7 | Geosciences:1,Civil and Structural Engineering | Materials Science (all) | Automotive Engineering | Aerospace Engineering | Ocean Engineering | Mechanics of Materials | Mechanical Engineering,7,Civil and Structural Engineering:1 | Materials Science (all):1 | Automotive Engineering:1 | Aerospace Engineering:1 | Ocean Engineering:1 | Mechanics of Materials:1 | Mechanical Engineering:1
12646098200,Freire H.,Universidade Federal de Goiás,Goiania,1,1,Physics,Physics | Engineering,2,Physics:1 | Engineering:1,Physics:2 | Engineering:1,"Electronic, Optical and Magnetic Materials | Condensed Matter Physics",2,"Electronic, Optical and Magnetic Materials:1 | Condensed Matter Physics:1"
12646125400,Ekwaro-Osire S.,Texas Tech University,Lubbock,1,1,Engineering,Engineering,1,Engineering:1,Engineering:1,Mechanical Engineering,1,Mechanical Engineering:1
12646175000,da Silva F.V.,Universidade Estadual de Campinas,Campinas,22,22,Engineering,Engineering | Chemistry | Computer Science | Geosciences | Biology | Social Sciences | Economics and Business | Undefined | Mathematics and Statistics | Medicine and Health | Other/Unclassified,11,Engineering:19 | Chemistry:13 | Computer Science:11 | Geosciences:8 | Biology:4 | Social Sciences:2 | Economics and Business:2 | Undefined:2 | Mathematics and Statistics:1 | Medicine and Health:1 | Other/Unclassified:1,Engineering:39 | Chemistry:18 | Computer Science:14 | Geosciences:14 | Biology:4 | Social Sciences:2 | Economics and Business:2 | Undefined:2 | Mathematics and Statistics:1 | Medicine and Health:1 | Other/Unclassified:1,"Chemical Engineering (all) | Computer Science Applications | Control and Systems Engineering | Industrial and Manufacturing Engineering | Safety, Risk, Reliability and Quality | Environmental Engineering | Environmental Chemistry | Waste Management and Disposal | Electrical and Electronic Engineering | Pollution | Management, Monitoring, Policy and Law | Artificial Intelligence | Modeling and Simulation | Food Science | Energy Engineering and Power Technology | Management Science and Operations Research | Renewable Energy, Sustainability and the Environment | Applied Mathematics | Pharmaceutical Science | Engineering (all) | Control and Optimization | Chemistry (all) | Biochemistry | Environmental Science (all) | Water Science and Technology | Global and Planetary Change | Bioengineering",27,"Chemical Engineering (all):11 | Computer Science Applications:10 | Control and Systems Engineering:6 | Industrial and Manufacturing Engineering:4 | Safety, Risk, Reliability and Quality:4 | Environmental Engineering:4 | Environmental Chemistry:3 | Waste Management and Disposal:3 | Electrical and Electronic Engineering:2 | Pollution:2 | Management, Monitoring, Policy and Law:2 | Artificial Intelligence:2 | Modeling and Simulation:2 | Food Science:2 | Energy Engineering and Power Technology:2 | Management Science and Operations Research:2 | Renewable Energy, Sustainability and the Environment:2 | Applied Mathematics:1 | Pharmaceutical Science:1 | Engineering (all):1 | Control and Optimization:1 | Chemistry (all):1 | Biochemistry:1 | Environmental Science (all):1 | Water Science and Technology:1 | Global and Planetary Change:1 | Bioengineering:1"
12752292500,Dobigeon N.,Université Toulouse 1 Capitole,Toulouse,1,1,Engineering,Engineering,1,Engineering:1,Engineering:1,Engineering (all),1,Engineering (all):1
12752695000,Kawaguti H.Y.,Universidade Federal do Estado do Rio de Janeiro,Rio de Janeiro,1,1,Biology,Biology | Engineering,2,Biology:1 | Engineering:1,Biology:2 | Engineering:1,Biotechnology | Bioengineering,2,Biotechnology:1 | Bioengineering:1
12759789800,de Moraes R.R.,Universidade Federal de Pelotas,Pelotas,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Dentistry (all),1,Dentistry (all):1
12760886300,Borin F.,CPqD Telecom and IT Solutions,Campinas,1,1,Physics,Physics | Engineering | Computer Science | Mathematics and Statistics,4,Physics:1 | Engineering:1 | Computer Science:1 | Mathematics and Statistics:1,Physics:2 | Engineering:2 | Computer Science:1 | Mathematics and Statistics:1,"Electronic, Optical and Magnetic Materials | Condensed Matter Physics | Computer Science Applications | Applied Mathematics | Electrical and Electronic Engineering",5,"Electronic, Optical and Magnetic Materials:1 | Condensed Matter Physics:1 | Computer Science Applications:1 | Applied Mathematics:1 | Electrical and Electronic Engineering:1"
12761692600,Castrillon E.E.,Fakultetet Health,Aarhus,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Dentistry (all),1,Dentistry (all):1
12762025200,Osório W.R.,Universidade Estadual de Campinas,Campinas,11,11,Engineering,Engineering | Chemistry | Physics | Medicine and Health | Arts | Biology,6,Engineering:11 | Chemistry:4 | Physics:4 | Medicine and Health:1 | Arts:1 | Biology:1,Engineering:19 | Chemistry:5 | Biology:5 | Physics:4 | Medicine and Health:1 | Arts:1,Materials Science (all) | Metals and Alloys | Condensed Matter Physics | Electrochemistry | Electrical and Electronic Engineering | Dentistry (all) | Physical and Theoretical Chemistry | Polymers and Plastics | Materials Chemistry | Architecture | Civil and Structural Engineering | Building and Construction | Biotechnology | Bioengineering | Biochemistry | Applied Microbiology and Biotechnology | Molecular Biology,17,Materials Science (all):8 | Metals and Alloys:5 | Condensed Matter Physics:4 | Electrochemistry:2 | Electrical and Electronic Engineering:2 | Dentistry (all):1 | Physical and Theoretical Chemistry:1 | Polymers and Plastics:1 | Materials Chemistry:1 | Architecture:1 | Civil and Structural Engineering:1 | Building and Construction:1 | Biotechnology:1 | Bioengineering:1 | Biochemistry:1 | Applied Microbiology and Biotechnology:1 | Molecular Biology:1
12765627300,Nunes da Silva C.,Universidade Federal de São Carlos,Sao Carlos,8,8,Computer Science,Computer Science | Mathematics and Statistics,2,Computer Science:7 | Mathematics and Statistics:5,Mathematics and Statistics:9 | Computer Science:9,Discrete Mathematics and Combinatorics | Theoretical Computer Science | Computer Science (all) | Applied Mathematics | Geometry and Topology | Computational Theory and Mathematics,6,Discrete Mathematics and Combinatorics:5 | Theoretical Computer Science:5 | Computer Science (all):3 | Applied Mathematics:2 | Geometry and Topology:1 | Computational Theory and Mathematics:1
