author_id,nome,universidade,cidade,total_artigos_no_recorte,total_artigos_com_macroareas,macro_area_principal_no_recorte,macro_areas_no_recorte,num_macro_areas_no_recorte,macroarea_scores_no_recorte,macroarea_scores_por_tema_no_recorte,temas_no_recorte,total_temas_distintos_no_recorte,temas_no_recorte_com_contagem
56341341700,Pimentel V.M.,Saint Francis Hospital and Medical Center Hartford,Hartford,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Medicine (all),1,Medicine (all):1
56341604800,Perin V.P.,Universidade Federal de São Carlos,Sao Carlos,1,1,Tie: Arts | Philosophy and Humanities | Social Sciences,Social Sciences | Arts | Philosophy and Humanities,3,Social Sciences:1 | Arts:1 | Philosophy and Humanities:1,Social Sciences:1 | Arts:1 | Philosophy and Humanities:1,Anthropology | Arts and Humanities (miscellaneous),2,Anthropology:1 | Arts and Humanities (miscellaneous):1
56341642300,Teixeira S.P.,Universidade de São Paulo,Sao Paulo,4,4,Biology,Biology,1,Biology:4,Biology:7,"Plant Science | Ecology, Evolution, Behavior and Systematics | Genetics | Agronomy and Crop Science",4,"Plant Science:3 | Ecology, Evolution, Behavior and Systematics:2 | Genetics:1 | Agronomy and Crop Science:1"
56341912600,Lopes A.,Lusófona University,Lisbon,2,2,Medicine and Health,Medicine and Health | Social Sciences | Economics and Business,3,Medicine and Health:2 | Social Sciences:1 | Economics and Business:1,Social Sciences:3 | Medicine and Health:2 | Economics and Business:1,"Education | Physical Therapy, Sports Therapy and Rehabilitation | Social Sciences (miscellaneous) | Tourism, Leisure and Hospitality Management | Applied Psychology",5,"Education:1 | Physical Therapy, Sports Therapy and Rehabilitation:1 | Social Sciences (miscellaneous):1 | Tourism, Leisure and Hospitality Management:1 | Applied Psychology:1"
56341976400,Villa J.E.L.,Universidade Estadual de Campinas,Campinas,6,6,Engineering,Engineering | Chemistry | Biology | Physics,4,Engineering:6 | Chemistry:5 | Biology:4 | Physics:1,Chemistry:8 | Engineering:6 | Biology:5 | Physics:4,"Food Science | Materials Science (all) | Analytical Chemistry | Electronic, Optical and Magnetic Materials | Atomic and Molecular Physics, and Optics | Condensed Matter Physics | Spectroscopy | Physical and Theoretical Chemistry | Materials Chemistry | Biotechnology",10,"Food Science:4 | Materials Science (all):1 | Analytical Chemistry:1 | Electronic, Optical and Magnetic Materials:1 | Atomic and Molecular Physics, and Optics:1 | Condensed Matter Physics:1 | Spectroscopy:1 | Physical and Theoretical Chemistry:1 | Materials Chemistry:1 | Biotechnology:1"
56342230300,Zamani H.,University of Massachusetts Amherst,Amherst,1,1,Computer Science,Computer Science,1,Computer Science:1,Computer Science:3,Computer Graphics and Computer-Aided Design | Information Systems | Software,3,Computer Graphics and Computer-Aided Design:1 | Information Systems:1 | Software:1
56344208100,Paula-Santos G.M.,Universidade Estadual de Campinas,Campinas,2,2,Geosciences,Geosciences,1,Geosciences:2,Geosciences:4,Geology | Geochemistry and Petrology | Earth-Surface Processes,3,Geology:2 | Geochemistry and Petrology:1 | Earth-Surface Processes:1
56344762700,Valejo A.D.B.,Universidade Federal de São Carlos,Sao Carlos,1,1,Medicine and Health,Medicine and Health | Biology,2,Medicine and Health:1 | Biology:1,Medicine and Health:4 | Biology:3,"Molecular Medicine | Immunology and Microbiology (all) | Veterinary (all) | Public Health, Environmental and Occupational Health | Infectious Diseases",5,"Molecular Medicine:1 | Immunology and Microbiology (all):1 | Veterinary (all):1 | Public Health, Environmental and Occupational Health:1 | Infectious Diseases:1"
56345843100,Marinho L.C.,Universidade Federal do Maranhão,Sao Luis,1,1,Biology,Biology,1,Biology:1,Biology:2,Plant Science | Horticulture,2,Plant Science:1 | Horticulture:1
56346204600,Camargo A.C.L.,Universidade Estadual de Campinas,Campinas,1,1,Chemistry,Chemistry | Biology | Physics | Computer Science,4,Chemistry:1 | Biology:1 | Physics:1 | Computer Science:1,Chemistry:5 | Biology:1 | Physics:1 | Computer Science:1,Catalysis | Molecular Biology | Spectroscopy | Computer Science Applications | Physical and Theoretical Chemistry | Organic Chemistry | Inorganic Chemistry,7,Catalysis:1 | Molecular Biology:1 | Spectroscopy:1 | Computer Science Applications:1 | Physical and Theoretical Chemistry:1 | Organic Chemistry:1 | Inorganic Chemistry:1
56346790600,Távora D.M.,Metropolitan College of Grande Fortaleza-FAMETRO,Fortaleza,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Dentistry (all),1,Dentistry (all):1
56346968400,Peixoto B.M.,Universidade Estadual de Campinas,Campinas,1,1,Computer Science,Computer Science | Engineering | Other/Unclassified,3,Computer Science:1 | Engineering:1 | Other/Unclassified:1,Computer Science:2 | Engineering:2 | Other/Unclassified:1,Signal Processing | Media Technology | Computer Vision and Pattern Recognition | Electrical and Electronic Engineering,4,Signal Processing:1 | Media Technology:1 | Computer Vision and Pattern Recognition:1 | Electrical and Electronic Engineering:1
56347094900,Silva R.M.,FACENS University,Sao Paulo,3,3,Computer Science,Computer Science | Biology | Chemistry | Engineering,4,Computer Science:2 | Biology:1 | Chemistry:1 | Engineering:1,Computer Science:6 | Biology:2 | Chemistry:1 | Engineering:1,Theoretical Computer Science | Computer Science (all) | Software | Management Information Systems | Information Systems and Management | Artificial Intelligence | Biotechnology | Food Science,8,Theoretical Computer Science:1 | Computer Science (all):1 | Software:1 | Management Information Systems:1 | Information Systems and Management:1 | Artificial Intelligence:1 | Biotechnology:1 | Food Science:1
56347834300,Fontenelli J.V.,Universidade Estadual de Campinas,Campinas,1,1,Biology,Biology,1,Biology:1,Biology:1,Agricultural and Biological Sciences (miscellaneous),1,Agricultural and Biological Sciences (miscellaneous):1
56348967600,Vélez-Cuartas G.,Universidad de Antioquia,Medellin,1,1,Tie: Mathematics and Statistics | Other/Unclassified | Philosophy and Humanities | Undefined,Other/Unclassified | Mathematics and Statistics | Philosophy and Humanities | Undefined,4,Other/Unclassified:1 | Mathematics and Statistics:1 | Philosophy and Humanities:1 | Undefined:1,Other/Unclassified:1 | Mathematics and Statistics:1 | Philosophy and Humanities:1 | Undefined:1,Analysis | Numerical Analysis | Cultural Studies | Library and Information Sciences,4,Analysis:1 | Numerical Analysis:1 | Cultural Studies:1 | Library and Information Sciences:1
56350395400,Chubaci R.Y.S.,Universidade de São Paulo,Sao Paulo,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Psychology (all),1,Psychology (all):1
56350802700,Bócoli P.F.J.,Universidade Estadual de Campinas,Campinas,1,1,Biology,Biology | Chemistry | Engineering | Social Sciences,4,Biology:1 | Chemistry:1 | Engineering:1 | Social Sciences:1,Biology:4 | Chemistry:1 | Engineering:1 | Social Sciences:1,Food Science | Microbiology | Health (social science) | Health Professions (miscellaneous) | Plant Science,5,Food Science:1 | Microbiology:1 | Health (social science):1 | Health Professions (miscellaneous):1 | Plant Science:1
56351905100,Zampieri P.R.,Universidade Estadual de Campinas,Campinas,1,1,Engineering,Engineering,1,Engineering:1,Engineering:1,Engineering (all),1,Engineering (all):1
56353229400,Bessa S.,Universidade Estadual de Campinas,Campinas,1,1,Tie: Mathematics and Statistics | Social Sciences,Mathematics and Statistics | Social Sciences,2,Mathematics and Statistics:1 | Social Sciences:1,Mathematics and Statistics:1 | Social Sciences:1,Mathematics (miscellaneous) | Education,2,Mathematics (miscellaneous):1 | Education:1
56354662100,Rattis L.,Woodwell Climate Research Center,Falmouth,1,1,Biology,Biology,1,Biology:1,Biology:3,"Ecology, Evolution, Behavior and Systematics | Ecology | Plant Science",3,"Ecology, Evolution, Behavior and Systematics:1 | Ecology:1 | Plant Science:1"
56355096200,Bianchini D.,Universidade Estadual de Campinas,Campinas,3,3,Tie: Computer Science | Undefined,Undefined | Computer Science,2,Undefined:3 | Computer Science:3,Undefined:3 | Computer Science:3,Decision Sciences (all) | Computer Science (all),2,Decision Sciences (all):3 | Computer Science (all):3
56358357800,Ferreira N.S.,Université Fédérale de Sergipe,Sao Cristovao,1,1,Chemistry,Chemistry | Engineering,2,Chemistry:1 | Engineering:1,Chemistry:2 | Engineering:1,Chemistry (all) | Chemical Engineering (all),2,Chemistry (all):1 | Chemical Engineering (all):1
56358641600,Marietto M.L.,Universidade Federal Rural do Rio de Janeiro,Seropedica,1,1,Tie: Economics and Business | Social Sciences,Economics and Business | Social Sciences,2,Economics and Business:1 | Social Sciences:1,Economics and Business:1 | Social Sciences:1,Management of Technology and Innovation | Social Sciences (miscellaneous),2,Management of Technology and Innovation:1 | Social Sciences (miscellaneous):1
56359247700,Assis C.A.M.,Universidade Estadual de Campinas,Campinas,1,1,Geosciences,Geosciences,1,Geosciences:1,Geosciences:2,Geophysics | Geochemistry and Petrology,2,Geophysics:1 | Geochemistry and Petrology:1
56362599300,Schmidt-Neto H.,Universidade do Vale do Rio dos Sinos,Sao Leopoldo,1,1,Geosciences,Geosciences,1,Geosciences:1,Geosciences:1,Earth and Planetary Sciences (all),1,Earth and Planetary Sciences (all):1
56363173000,Ribeiro R.A.P.,Universidade do Estado de Minas Gerais,Belo Horizonte,2,2,Engineering,Engineering | Physics | Computer Science | Chemistry,4,Engineering:2 | Physics:2 | Computer Science:1 | Chemistry:1,Engineering:5 | Physics:2 | Computer Science:2 | Chemistry:1,Mechanics of Materials | Materials Science (all) | Mechanical Engineering | Condensed Matter Physics | Computer Science (all) | Chemistry (all) | Physics and Astronomy (all) | Computational Mathematics,8,Mechanics of Materials:2 | Materials Science (all):2 | Mechanical Engineering:1 | Condensed Matter Physics:1 | Computer Science (all):1 | Chemistry (all):1 | Physics and Astronomy (all):1 | Computational Mathematics:1
56363266700,Elias A.M.,Universidade Federal de São Carlos,Sao Carlos,2,2,Engineering,Engineering | Chemistry | Geosciences | Undefined | Social Sciences,5,Engineering:2 | Chemistry:1 | Geosciences:1 | Undefined:1 | Social Sciences:1,Engineering:4 | Chemistry:2 | Geosciences:1 | Undefined:1 | Social Sciences:1,"Chemistry (all) | Chemical Engineering (all) | Building and Construction | Renewable Energy, Sustainability and the Environment | Mechanical Engineering | Energy (all) | Management, Monitoring, Policy and Law",7,"Chemistry (all):1 | Chemical Engineering (all):1 | Building and Construction:1 | Renewable Energy, Sustainability and the Environment:1 | Mechanical Engineering:1 | Energy (all):1 | Management, Monitoring, Policy and Law:1"
56363622300,dos Santos C.A.,Pontifícia Universidade Católica do Rio Grande do Sul,Porto Alegre,2,2,Engineering,Engineering | Economics and Business | Undefined | Physics,4,Engineering:2 | Economics and Business:1 | Undefined:1 | Physics:1,Economics and Business:2 | Engineering:2 | Undefined:1 | Physics:1,Strategy and Management | Management Science and Operations Research | Industrial and Manufacturing Engineering | Materials Science (all) | Condensed Matter Physics,5,Strategy and Management:1 | Management Science and Operations Research:1 | Industrial and Manufacturing Engineering:1 | Materials Science (all):1 | Condensed Matter Physics:1
56363995600,Guimarães B.N.,Universidade Federal do Rio de Janeiro,Rio de Janeiro,3,3,Medicine and Health,Medicine and Health | Philosophy and Humanities | Social Sciences,3,Medicine and Health:2 | Philosophy and Humanities:1 | Social Sciences:1,Philosophy and Humanities:2 | Medicine and Health:2 | Social Sciences:1,"Public Health, Environmental and Occupational Health | Cultural Studies | Sociology and Political Science | Literature and Literary Theory",4,"Public Health, Environmental and Occupational Health:2 | Cultural Studies:1 | Sociology and Political Science:1 | Literature and Literary Theory:1"
56364568600,Câmara J.T.,Universidade Estadual do Maranhão,Sao Luis,1,1,Tie: Biology | Medicine and Health,Biology | Medicine and Health,2,Biology:1 | Medicine and Health:1,Biology:2 | Medicine and Health:2,Parasitology | Microbiology (medical) | Infectious Diseases,3,Parasitology:1 | Microbiology (medical):1 | Infectious Diseases:1
56364922600,Slhessarenko R.D.,Universidade Federal de Mato Grosso,Cuiaba,2,2,Tie: Biology | Undefined,Undefined | Biology,2,Undefined:1 | Biology:1,Undefined:1 | Biology:1,Multidisciplinary | Microbiology,2,Multidisciplinary:1 | Microbiology:1
56365239400,Yilmaz O.,"University of Saskatchewan, College of Medicine",Saskatoon,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:2,"Internal Medicine | Endocrinology, Diabetes and Metabolism",2,"Internal Medicine:1 | Endocrinology, Diabetes and Metabolism:1"
56365583300,Rocco J.,Prefeitura Municipal de Campinas,Campinas,1,1,Geosciences,Geosciences | Computer Science,2,Geosciences:1 | Computer Science:1,Geosciences:4 | Computer Science:1,"Geography, Planning and Development | Earth-Surface Processes | Computers in Earth Sciences | Earth and Planetary Sciences (miscellaneous)",4,"Geography, Planning and Development:1 | Earth-Surface Processes:1 | Computers in Earth Sciences:1 | Earth and Planetary Sciences (miscellaneous):1"
56365605500,Soares E.,Universidade Estadual de Campinas,Campinas,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Medicine (all),1,Medicine (all):1
56365877600,Lima C.A.,Universidade Cidade de São Paulo,Sao Paulo,2,2,Medicine and Health,Medicine and Health,1,Medicine and Health:2,Medicine and Health:6,"Rehabilitation | Geriatrics and Gerontology | Physical Therapy, Sports Therapy and Rehabilitation | Gerontology",4,"Rehabilitation:2 | Geriatrics and Gerontology:2 | Physical Therapy, Sports Therapy and Rehabilitation:1 | Gerontology:1"
56367377400,Hartmann J.,Universidade Estadual de Campinas,Campinas,1,1,Philosophy and Humanities,Philosophy and Humanities | Social Sciences,2,Philosophy and Humanities:1 | Social Sciences:1,Philosophy and Humanities:2 | Social Sciences:1,Language and Linguistics | Communication | Linguistics and Language,3,Language and Linguistics:1 | Communication:1 | Linguistics and Language:1
56367620800,Shukla S.,University of Technology Sydney,Sydney,2,2,Tie: Biology | Medicine and Health,Medicine and Health | Biology,2,Medicine and Health:2 | Biology:2,Medicine and Health:2 | Biology:2,Medicine (all) | Immunology and Microbiology (all),2,Medicine (all):2 | Immunology and Microbiology (all):2
56367967300,Cruz T.M.,Secretaria de Defesa Social,"Recife, PE",1,1,Biology,Biology,1,Biology:1,Biology:1,Animal Science and Zoology,1,Animal Science and Zoology:1
56367995000,Pasquel-Reátegui J.L.,Universidad Nacional De San Martín – Tarapoto,Tarapoto,1,1,Biology,Biology | Geosciences,2,Biology:1 | Geosciences:1,Biology:3 | Geosciences:1,Animal Science and Zoology | Agronomy and Crop Science | Soil Science,3,Animal Science and Zoology:1 | Agronomy and Crop Science:1 | Soil Science:1
56368061500,Molinari G.J.D.P.,Universidade Estadual de Campinas,Campinas,2,2,Medicine and Health,Medicine and Health,1,Medicine and Health:2,Medicine and Health:2,Cardiology and Cardiovascular Medicine,1,Cardiology and Cardiovascular Medicine:2
56368094000,Lévano E.,"Universidad Nacional de Ingenieria, Lima",Lima,1,1,Computer Science,Computer Science | Other/Unclassified | Mathematics and Statistics | Engineering,4,Computer Science:1 | Other/Unclassified:1 | Mathematics and Statistics:1 | Engineering:1,Computer Science:2 | Other/Unclassified:1 | Mathematics and Statistics:1 | Engineering:1,Control and Optimization | Applied Mathematics | Artificial Intelligence | Modeling and Simulation | Control and Systems Engineering,5,Control and Optimization:1 | Applied Mathematics:1 | Artificial Intelligence:1 | Modeling and Simulation:1 | Control and Systems Engineering:1
56368337900,de Almeida D.,Universidad Carlos III de Madrid,Getafe,1,1,Tie: Computer Science | Mathematics and Statistics,Computer Science | Mathematics and Statistics | Engineering,3,Computer Science:1 | Mathematics and Statistics:1 | Engineering:1,Computer Science:1 | Mathematics and Statistics:1 | Engineering:1,Computer Science (miscellaneous) | Mathematics (all) | Engineering (miscellaneous),3,Computer Science (miscellaneous):1 | Mathematics (all):1 | Engineering (miscellaneous):1
56368499800,Machado A.P.d.F.,Universidade Estadual de Campinas,Campinas,10,10,Biology,Biology | Chemistry | Engineering | Medicine and Health | Economics and Business,5,Biology:9 | Chemistry:6 | Engineering:6 | Medicine and Health:3 | Economics and Business:1,Biology:13 | Chemistry:7 | Engineering:6 | Medicine and Health:3 | Economics and Business:2,"Food Science | Agricultural and Biological Sciences (all) | Biochemistry, Genetics and Molecular Biology (all) | Medicine (all) | Biochemistry | Economics, Econometrics and Finance (all) | Business, Management and Accounting (all)",7,"Food Science:6 | Agricultural and Biological Sciences (all):3 | Biochemistry, Genetics and Molecular Biology (all):3 | Medicine (all):3 | Biochemistry:1 | Economics, Econometrics and Finance (all):1 | Business, Management and Accounting (all):1"
56368548100,Martins P.S.,Universidade Estadual de Campinas,Campinas,4,4,Computer Science,Computer Science | Engineering | Undefined,3,Computer Science:3 | Engineering:2 | Undefined:2,Computer Science:7 | Engineering:4 | Undefined:2,"Decision Sciences (all) | Computer Science (all) | Materials Science (all) | Mechanical Engineering | Artificial Intelligence | Computer Networks and Communications | Computer Science Applications | Hardware and Architecture | Information Systems | Electrical and Electronic Engineering | Safety, Risk, Reliability and Quality",11,"Decision Sciences (all):2 | Computer Science (all):2 | Materials Science (all):1 | Mechanical Engineering:1 | Artificial Intelligence:1 | Computer Networks and Communications:1 | Computer Science Applications:1 | Hardware and Architecture:1 | Information Systems:1 | Electrical and Electronic Engineering:1 | Safety, Risk, Reliability and Quality:1"
56369064100,Babasafari A.A.,Universidade Estadual de Campinas,Campinas,4,4,Engineering,Engineering | Geosciences | Chemistry | Undefined | Economics and Business,5,Engineering:3 | Geosciences:3 | Chemistry:2 | Undefined:1 | Economics and Business:1,Engineering:9 | Chemistry:6 | Geosciences:3 | Economics and Business:2 | Undefined:1,"Geotechnical Engineering and Engineering Geology | Chemistry (all) | Chemical Engineering (all) | Fuel Technology | Energy Engineering and Power Technology | Energy (all) | Economics, Econometrics and Finance (all) | Business, Management and Accounting (all)",8,"Geotechnical Engineering and Engineering Geology:3 | Chemistry (all):2 | Chemical Engineering (all):2 | Fuel Technology:2 | Energy Engineering and Power Technology:2 | Energy (all):1 | Economics, Econometrics and Finance (all):1 | Business, Management and Accounting (all):1"
56369067800,de Miranda T.S.,Universidade Federal de Pernambuco,Recife,1,1,Geosciences,Geosciences,1,Geosciences:1,Geosciences:1,Geology,1,Geology:1
56369188000,Santos H.B.,Universidade Federal Fluminense,Niteroi,1,1,Geosciences,Geosciences,1,Geosciences:1,Geosciences:2,Geophysics | Geochemistry and Petrology,2,Geophysics:1 | Geochemistry and Petrology:1
56369428600,Archilha N.L.,Laboratorio Nacional de Luz Sincrotron,Campinas,1,1,Physics,Physics,1,Physics:1,Physics:1,Physics and Astronomy (all),1,Physics and Astronomy (all):1
56369836500,Couto T.B.,Hospital Israelita Albert Einstein,Sao Paulo,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Medicine (all),1,Medicine (all):1
56369957200,Peres N.,Faculdade de Ciências e Tecnologia da Universidade Nova de Lisboa,Caparica,1,1,Engineering,Engineering,1,Engineering:1,Engineering:4,Civil and Structural Engineering | Building and Construction | Mechanics of Materials | Metals and Alloys,4,Civil and Structural Engineering:1 | Building and Construction:1 | Mechanics of Materials:1 | Metals and Alloys:1
56370368800,Esperança J.M.S.S.,LAQV-REQUIMTE,Porto,1,1,Undefined,Undefined,1,Undefined:1,Undefined:1,Energy (all),1,Energy (all):1
56370401000,Bezerra L.M.C.,Universidade Estadual de Campinas,Campinas,3,3,Economics and Business,Economics and Business | Computer Science | Mathematics and Statistics | Undefined | Biology | Geosciences | Social Sciences,7,Economics and Business:3 | Computer Science:2 | Mathematics and Statistics:2 | Undefined:2 | Biology:1 | Geosciences:1 | Social Sciences:1,Computer Science:4 | Mathematics and Statistics:4 | Economics and Business:3 | Biology:2 | Undefined:2 | Geosciences:1 | Social Sciences:1,Computer Science Applications | Management Science and Operations Research | Applied Mathematics | Modeling and Simulation | Statistics and Probability | Forestry | Agronomy and Crop Science | Social Sciences (all) | Economics and Econometrics,9,Computer Science Applications:2 | Management Science and Operations Research:2 | Applied Mathematics:2 | Modeling and Simulation:2 | Statistics and Probability:2 | Forestry:1 | Agronomy and Crop Science:1 | Social Sciences (all):1 | Economics and Econometrics:1
56370725300,Martinelli R.L.C.,Hospital Santa Therezinha,Brotas,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Otorhinolaryngology,1,Otorhinolaryngology:1
56371151800,Berzin F.,Universidade Estadual de Campinas,Campinas,2,2,Medicine and Health,Medicine and Health,1,Medicine and Health:2,Medicine and Health:2,Orthopedics and Sports Medicine | Dentistry (all),2,Orthopedics and Sports Medicine:1 | Dentistry (all):1
56371219500,Cardoso G.B.C.,Universidade Estadual de Campinas,Campinas,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:3,Surgery | Medicine (miscellaneous) | Cardiology and Cardiovascular Medicine,3,Surgery:1 | Medicine (miscellaneous):1 | Cardiology and Cardiovascular Medicine:1
56372344700,Böger B.R.,Universidade Estadual de Londrina,Londrina,1,1,Chemistry,Chemistry | Engineering | Biology,3,Chemistry:1 | Engineering:1 | Biology:1,Chemistry:2 | Engineering:2 | Biology:1,Food Science | Chemistry (all) | Industrial and Manufacturing Engineering,3,Food Science:1 | Chemistry (all):1 | Industrial and Manufacturing Engineering:1
56373129100,Silva D.S.,Universidade Federal de Mato Grosso do Sul,Campo Grande,4,4,Social Sciences,Social Sciences | Medicine and Health,2,Social Sciences:4 | Medicine and Health:2,Social Sciences:4 | Medicine and Health:3,"Education | Public Health, Environmental and Occupational Health | Physical Therapy, Sports Therapy and Rehabilitation | Orthopedics and Sports Medicine",4,"Education:4 | Public Health, Environmental and Occupational Health:1 | Physical Therapy, Sports Therapy and Rehabilitation:1 | Orthopedics and Sports Medicine:1"
56373152700,de Cassio Costa Telles S.,Universidade Federal do Rio de Janeiro,Rio de Janeiro,1,1,Social Sciences,Social Sciences,1,Social Sciences:1,Social Sciences:1,Education,1,Education:1
56373904000,Borges C.,Universidade Federal do Pará,Belem,1,1,Social Sciences,Social Sciences,1,Social Sciences:1,Social Sciences:1,Education,1,Education:1
56374254700,Zanotto T.M.,Universidade Estadual de Campinas,Campinas,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,"Endocrinology, Diabetes and Metabolism",1,"Endocrinology, Diabetes and Metabolism:1"
56375146700,Brilhante A.V.,Universidade de Fortaleza,Fortaleza,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,"Public Health, Environmental and Occupational Health",1,"Public Health, Environmental and Occupational Health:1"
56375804100,Siqueira-Santos E.S.,Universidade Estadual de Campinas,Campinas,1,1,Undefined,Undefined,1,Undefined:1,Undefined:1,Multidisciplinary,1,Multidisciplinary:1
56375953800,de Jesus J.R.,Universidade Federal de Vicosa,Vicosa,5,5,Chemistry,Chemistry | Biology | Medicine and Health | Physics,4,Chemistry:5 | Biology:4 | Medicine and Health:1 | Physics:1,Biology:8 | Chemistry:6 | Medicine and Health:1 | Physics:1,Biochemistry | Molecular Medicine | Inorganic Chemistry | Chemistry (all) | Biophysics | Molecular Biology | Genetics,7,Biochemistry:4 | Molecular Medicine:1 | Inorganic Chemistry:1 | Chemistry (all):1 | Biophysics:1 | Molecular Biology:1 | Genetics:1
56376107100,Dawson S.T.M.,Armour College of Engineering,Chicago,4,4,Engineering,Engineering | Physics | Computer Science,3,Engineering:4 | Physics:3 | Computer Science:1,Engineering:11 | Physics:4 | Computer Science:1,Computational Mechanics | Fluid Flow and Transfer Processes | Energy Engineering and Power Technology | Nuclear Energy and Engineering | Aerospace Engineering | Condensed Matter Physics | Engineering (all) | Modeling and Simulation | Space and Planetary Science,9,Computational Mechanics:2 | Fluid Flow and Transfer Processes:2 | Energy Engineering and Power Technology:2 | Nuclear Energy and Engineering:2 | Aerospace Engineering:2 | Condensed Matter Physics:1 | Engineering (all):1 | Modeling and Simulation:1 | Space and Planetary Science:1
56376415900,Khodaei D.,Moorepark Food Research Centre,Fermoy,1,1,Biology,Biology | Chemistry | Engineering,3,Biology:1 | Chemistry:1 | Engineering:1,Biology:2 | Chemistry:1 | Engineering:1,Food Science | Applied Microbiology and Biotechnology,2,Food Science:1 | Applied Microbiology and Biotechnology:1
56376433600,Tartibu L.K.,University of Johannesburg,Johannesburg,5,5,Engineering,Engineering | Computer Science | Geosciences,3,Engineering:4 | Computer Science:4 | Geosciences:2,Engineering:8 | Computer Science:6 | Geosciences:2,"Electrical and Electronic Engineering | Computer Science Applications | Artificial Intelligence | Energy Engineering and Power Technology | Renewable Energy, Sustainability and the Environment | Mechanical Engineering",6,"Electrical and Electronic Engineering:3 | Computer Science Applications:3 | Artificial Intelligence:3 | Energy Engineering and Power Technology:2 | Renewable Energy, Sustainability and the Environment:2 | Mechanical Engineering:1"
56376735700,Porras F.,Universidade Estadual de Campinas,Campinas,1,1,Undefined,Undefined,1,Undefined:1,Undefined:1,Multidisciplinary,1,Multidisciplinary:1
56377172900,Thomas S.S.,"Kerala University of Digital Sciences, Innovation and Technology",Thiruvananthapuram,1,1,Engineering,Engineering | Computer Science | Mathematics and Statistics,3,Engineering:1 | Computer Science:1 | Mathematics and Statistics:1,Engineering:3 | Computer Science:1 | Mathematics and Statistics:1,Control and Systems Engineering | Instrumentation | Computer Science Applications | Electrical and Electronic Engineering | Applied Mathematics,5,Control and Systems Engineering:1 | Instrumentation:1 | Computer Science Applications:1 | Electrical and Electronic Engineering:1 | Applied Mathematics:1
56377302600,Lima N.C.,Universidade Estadual de Campinas,Campinas,8,8,Physics,Physics | Engineering | Mathematics and Statistics | Geosciences | Chemistry,5,Physics:5 | Engineering:3 | Mathematics and Statistics:3 | Geosciences:2 | Chemistry:1,Engineering:9 | Physics:8 | Geosciences:4 | Mathematics and Statistics:3 | Chemistry:1,Condensed Matter Physics | Statistical and Nonlinear Physics | Statistics and Probability | Computational Mechanics | Mechanics of Materials | Mechanical Engineering | Fluid Flow and Transfer Processes | Geophysics | Earth-Surface Processes | Chemical Engineering (all),10,Condensed Matter Physics:5 | Statistical and Nonlinear Physics:3 | Statistics and Probability:3 | Computational Mechanics:2 | Mechanics of Materials:2 | Mechanical Engineering:2 | Fluid Flow and Transfer Processes:2 | Geophysics:2 | Earth-Surface Processes:2 | Chemical Engineering (all):1
56378542800,Souza R.T.,Universidade Estadual de Campinas,Campinas,11,11,Medicine and Health,Medicine and Health | Biology | Undefined | Chemistry | Engineering | Geosciences,6,Medicine and Health:9 | Biology:2 | Undefined:1 | Chemistry:1 | Engineering:1 | Geosciences:1,Medicine and Health:10 | Biology:2 | Undefined:1 | Chemistry:1 | Engineering:1 | Geosciences:1,"Obstetrics and Gynecology | Medicine (all) | Multidisciplinary | Food Science | Endocrinology, Diabetes and Metabolism | Nutrition and Dietetics | Biochemistry, Genetics and Molecular Biology (all) | Environmental Science (all)",8,"Obstetrics and Gynecology:7 | Medicine (all):1 | Multidisciplinary:1 | Food Science:1 | Endocrinology, Diabetes and Metabolism:1 | Nutrition and Dietetics:1 | Biochemistry, Genetics and Molecular Biology (all):1 | Environmental Science (all):1"
56378886300,De Argollo Ferrão A.M.,Universidade Estadual de Campinas,Campinas,2,2,Computer Science,Computer Science | Geosciences,2,Computer Science:1 | Geosciences:1,Computer Science:4 | Geosciences:1,Human-Computer Interaction | Computer Networks and Communications | Computer Vision and Pattern Recognition | Software | Earth and Planetary Sciences (all),5,Human-Computer Interaction:1 | Computer Networks and Communications:1 | Computer Vision and Pattern Recognition:1 | Software:1 | Earth and Planetary Sciences (all):1
